operation,operationLabel,backend,pushes,cacheState,maintenanceMode,scoreMillis,scoreErrorMillis,p50Millis,p95Millis,p99Millis,activePacks,packPayloadBytes,packIndexBytes,smallPacks,smallPackRatioBasisPoints,storedExtensionBytes,unreachableLogicalBytes,maintenanceElapsedMillis,maintenanceStoredByteDelta,maintenancePackReduction,jgitDfsMidxExtensionAvailable,jdkVersion,jmhMode,latencySavingMillis,latencySavingPercent,breakEvenReads,beneficial
lookupMissingObject,Missing-object lookup,hsqldb,100,warm,none,0.0007559542581149224,1.516058182094806e-05,0.0006709999999999999,0.000801,0.0011719999999999999,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupMissingObject,Missing-object lookup,hsqldb,100,warm,compact-only,0.0001923456925878836,1.2322891574810824e-05,0.00016999999999999999,0.00019999999999999998,0.000271,2,952358,10824,2,10000,963321,84490,219.0,-108220,98,True,21.0.12.1,sample,0.0005636085655270388,74.55590857209741,388568,True
lookupMissingObject,Missing-object lookup,hsqldb,100,warm,read-optimized,0.0002823217864633617,0.0002998399896290791,0.00016999999999999999,0.00019999999999999998,0.00033999999999999997,2,952358,10824,2,10000,977117,84490,241.0,-94424,98,True,21.0.12.1,sample,0.0004736324716515607,62.65358870160074,508834,True
lookupNewestObject,Newest-object lookup,hsqldb,100,warm,none,0.004030774058517008,0.00045901471751743457,0.003656,0.003884,0.006072,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupNewestObject,Newest-object lookup,hsqldb,100,warm,compact-only,0.003934604569012944,0.0003710736802407626,0.0036639999999999997,0.003935999999999999,0.0059759999999999995,2,952358,10824,2,10000,963321,84490,195.0,-108220,98,True,21.0.12.1,sample,9.616948950406413e-05,2.3858814239626858,2027671,True
lookupNewestObject,Newest-object lookup,hsqldb,100,warm,read-optimized,0.0039642390714326944,0.00035304322713426006,0.0036639999999999997,0.003884,0.005984,2,952358,10824,2,10000,977117,84490,243.0,-94424,98,True,21.0.12.1,sample,6.653498708431363e-05,1.6506751834359332,3652214,True
lookupOldestObject,Oldest-object lookup,hsqldb,100,warm,none,0.004653775495525632,0.00044409605692062874,0.0042639999999999996,0.0046159999999999994,0.0075073599999999855,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupOldestObject,Oldest-object lookup,hsqldb,100,warm,compact-only,0.004062742877345983,0.0004184460245340092,0.003724,0.004096,0.006321359999999986,2,952358,10824,2,10000,963321,84490,217.0,-108220,98,True,21.0.12.1,sample,0.0005910326181796498,12.70006726254624,367155,True
lookupOldestObject,Oldest-object lookup,hsqldb,100,warm,read-optimized,0.004101419290966007,0.0005194483579373849,0.0036839999999999998,0.003964,0.006168,2,952358,10824,2,10000,977117,84490,237.0,-94424,98,True,21.0.12.1,sample,0.0005523562045596257,11.868991211344166,429071,True
readAllRefs,Read all refs,hsqldb,100,warm,none,0.0005381989523748312,0.00037123065190031895,0.00031999999999999997,0.00037999999999999997,0.000681,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
readAllRefs,Read all refs,hsqldb,100,warm,compact-only,0.0004157178048114553,0.00027705655790996044,0.00029099999999999997,0.00033099999999999997,0.0006,2,952358,10824,2,10000,963321,84490,205.0,-108220,98,True,21.0.12.1,sample,0.00012248114756337587,22.75759680001631,1673727,True
readAllRefs,Read all refs,hsqldb,100,warm,read-optimized,0.0003990915837220111,0.00015976127727782748,0.00031,0.00037,0.000661,2,952358,10824,2,10000,977117,84490,258.0,-94424,98,True,21.0.12.1,sample,0.00013910736865282004,25.846830068880934,1854683,True
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,100,warm,none,0.767498684912761,0.01952047463221104,0.8191999999999999,1.089536,1.196032,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,100,warm,compact-only,0.8180005319693093,0.02482089561496818,0.753664,1.1245568,1.5387443199999984,2,952358,10824,2,10000,963321,84490,218.0,-108220,98,True,21.0.12.1,sample,-0.050501847056548366,-6.580056493815197,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,100,warm,read-optimized,0.8232850903747243,0.026420297334779387,0.781824,1.1015167999999997,1.4573977599999997,2,952358,10824,2,10000,977117,84490,249.0,-94424,98,True,21.0.12.1,sample,-0.05578640546196334,-7.268599485392525,,False
revisionWalk,Revision walk,hsqldb,100,warm,none,0.27373135855504016,0.004953550939912931,0.26624,0.310784,0.4027392000000011,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
revisionWalk,Revision walk,hsqldb,100,warm,compact-only,0.23010466386296022,0.003578597373536127,0.22655999999999998,0.257024,0.328704,2,952358,10824,2,10000,963321,84490,231.0,-108220,98,True,21.0.12.1,sample,0.04362669469207994,15.937777433456812,5295,True
revisionWalk,Revision walk,hsqldb,100,warm,read-optimized,0.22103056652868117,0.003043506731358228,0.216576,0.24243199999999998,0.3571353600000003,2,952358,10824,2,10000,977117,84490,258.0,-94424,98,True,21.0.12.1,sample,0.052700792026358995,19.252741923524358,4896,True
cloneStyleTraversal,Clone-style traversal,hsqldb,300,cold,none,3.4260639756468803,0.09808524659121626,3.33824,3.465216,9.537126399999996,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
cloneStyleTraversal,Clone-style traversal,hsqldb,300,cold,compact-only,2.2431006720000006,0.06602126977915489,2.166784,2.224128,7.273512960000001,2,2857103,28184,1,5000,2885426,253470,456.0,-329021,298,True,21.0.12.1,sample,1.1829633036468796,34.52834833370333,386,True
cloneStyleTraversal,Clone-style traversal,hsqldb,300,cold,read-optimized,2.271673075834176,0.06879648960967956,2.174976,2.392064,8.105164799999999,2,2857103,28184,1,5000,2913584,253470,524.0,-300863,298,True,21.0.12.1,sample,1.1543908998127042,33.694376637982714,454,True
incrementalFetchTraversal,Incremental-fetch traversal,hsqldb,300,cold,none,0.09217387277011099,0.0027809833999825066,0.08703999999999999,0.10060799999999999,0.12454399999999999,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
incrementalFetchTraversal,Incremental-fetch traversal,hsqldb,300,cold,compact-only,0.08888816840397482,0.002760808350702752,0.082816,0.093952,0.13707263999999966,2,2857103,28184,1,5000,2885426,253470,666.0,-329021,298,True,21.0.12.1,sample,0.0032857043661361773,3.5646808226567486,202697,True
incrementalFetchTraversal,Incremental-fetch traversal,hsqldb,300,cold,read-optimized,0.09112595311453446,0.0028988001440866116,0.082304,0.12057599999999999,0.132352,2,2857103,28184,1,5000,2913584,253470,551.0,-300863,298,True,21.0.12.1,sample,0.0010479196555765319,1.1368944626967419,525804,True
lookupMissingObject,Missing-object lookup,hsqldb,300,cold,none,0.0018238324827379174,9.010392079248783e-06,0.001772,0.001882,0.002604,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupMissingObject,Missing-object lookup,hsqldb,300,cold,compact-only,0.00021227738932028098,1.532810553309929e-05,0.00018099999999999998,0.00021999999999999998,0.00031,2,2857103,28184,1,5000,2885426,253470,483.0,-329021,298,True,21.0.12.1,sample,0.0016115550934176364,88.3609162941537,299711,True
lookupMissingObject,Missing-object lookup,hsqldb,300,cold,read-optimized,0.00020686416264016774,9.135757228166824e-06,0.00018099999999999998,0.00022099999999999998,0.00033099999999999997,2,2857103,28184,1,5000,2913584,253470,504.0,-300863,298,True,21.0.12.1,sample,0.0016169683200977496,88.65772133142264,311695,True
lookupNewestObject,Newest-object lookup,hsqldb,300,cold,none,0.0037394055807340332,0.0001326481522061475,0.003532,0.003816,0.006568,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupNewestObject,Newest-object lookup,hsqldb,300,cold,compact-only,0.003691026264699974,1.711920069980032e-05,0.003552,0.0038039999999999997,0.006364640000000013,2,2857103,28184,1,5000,2885426,253470,491.0,-329021,298,True,21.0.12.1,sample,4.8379316034059035e-05,1.2937702260304786,10148966,True
lookupNewestObject,Newest-object lookup,hsqldb,300,cold,read-optimized,0.0036800855871886072,1.8965435683133365e-05,0.003532,0.003784,0.006656,2,2857103,28184,1,5000,2913584,253470,611.0,-300863,298,True,21.0.12.1,sample,5.9319993545426004e-05,1.5863482113588139,10300069,True
lookupOldestObject,Oldest-object lookup,hsqldb,300,cold,none,0.005367208626294152,0.00015823911429027837,0.005144,0.005528,0.008090560000000056,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupOldestObject,Oldest-object lookup,hsqldb,300,cold,compact-only,0.003701577463532141,0.00011738338910975922,0.003516,0.0039239999999999995,0.0064932000000000115,2,2857103,28184,1,5000,2885426,253470,465.0,-329021,298,True,21.0.12.1,sample,0.0016656311627620112,31.033471562890682,279174,True
lookupOldestObject,Oldest-object lookup,hsqldb,300,cold,read-optimized,0.0036547928630298733,1.585954727156608e-05,0.003524,0.003784,0.0062734399999999435,2,2857103,28184,1,5000,2913584,253470,586.0,-300863,298,True,21.0.12.1,sample,0.0017124157632642787,31.90514627799432,342207,True
readAllRefs,Read all refs,hsqldb,300,cold,none,0.0004218192989890426,5.545383881358629e-05,0.00037999999999999997,0.00043099999999999996,0.000641,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
readAllRefs,Read all refs,hsqldb,300,cold,compact-only,0.00036820726256047993,5.268392190109034e-06,0.00035,0.00039099999999999996,0.000571,2,2857103,28184,1,5000,2885426,253470,462.0,-329021,298,True,21.0.12.1,sample,5.361203642856267e-05,12.70971635414797,8617468,True
readAllRefs,Read all refs,hsqldb,300,cold,read-optimized,0.00037437179311021707,6.1130803648998085e-06,0.00035099999999999997,0.000401,0.000601,2,2857103,28184,1,5000,2913584,253470,538.0,-300863,298,True,21.0.12.1,sample,4.744750587882553e-05,11.248301344329448,11338847,True
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,300,cold,none,48.28539097872339,8.893175420693034,49.348608,85.38030080000001,96.99328,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,300,cold,compact-only,0.6740707658802181,0.03505623162651304,0.610304,0.8369152000000002,1.8708479999999832,2,2857103,28184,1,5000,2885426,253470,481.0,-329021,298,True,21.0.12.1,sample,47.611320212843175,98.60398610797779,11,True
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,300,cold,read-optimized,0.9052601594792505,0.04922051538228731,0.820224,1.1263999999999998,2.1949235199999957,2,2857103,28184,1,5000,2913584,253470,542.0,-300863,298,True,21.0.12.1,sample,47.380130819244144,98.12518829995982,12,True
revisionWalk,Revision walk,hsqldb,300,cold,none,1.028566880220284,0.002477495138959455,1.0229759999999999,1.052672,1.1390975999999995,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
revisionWalk,Revision walk,hsqldb,300,cold,compact-only,0.6956759327102804,0.0010602972241709478,0.693248,0.7168,0.758784,2,2857103,28184,1,5000,2885426,253470,463.0,-329021,298,True,21.0.12.1,sample,0.3328909475100037,32.36454079084383,1391,True
revisionWalk,Revision walk,hsqldb,300,cold,read-optimized,0.6821029463414636,0.007304033982449388,0.67072,0.6942207999999999,1.0894336000000007,2,2857103,28184,1,5000,2913584,253470,660.0,-300863,298,True,21.0.12.1,sample,0.34646393387882046,33.68414252310162,1905,True
cloneStyleTraversal,Clone-style traversal,hsqldb,300,warm,none,3.571250387301587,0.11702625119907167,3.485696,3.8498304,10.431037440000011,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
cloneStyleTraversal,Clone-style traversal,hsqldb,300,warm,compact-only,2.351587644723094,0.07605600445956802,2.260992,2.4170496,8.073379839999982,2,2857103,28184,1,5000,2885426,253470,506.0,-329021,298,True,21.0.12.1,sample,1.219662742578493,34.15226070160995,415,True
cloneStyleTraversal,Clone-style traversal,hsqldb,300,warm,read-optimized,2.3220611687242814,0.08452465059679079,2.1831679999999998,2.4590335999999997,7.8787379199999865,2,2857103,28184,1,5000,2913584,253470,550.0,-300863,298,True,21.0.12.1,sample,1.2491892185773055,34.9790432790456,441,True
incrementalFetchTraversal,Incremental-fetch traversal,hsqldb,300,warm,none,0.09273131318498842,0.0028658234177459316,0.08819199999999999,0.10009599999999999,0.11393408000000006,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
incrementalFetchTraversal,Incremental-fetch traversal,hsqldb,300,warm,compact-only,0.10128539462492085,0.003351639307525354,0.09727999999999999,0.12339199999999999,0.1553843200000003,2,2857103,28184,1,5000,2885426,253470,541.0,-329021,298,True,21.0.12.1,sample,-0.008554081439932429,-9.224587839997486,,False
incrementalFetchTraversal,Incremental-fetch traversal,hsqldb,300,warm,read-optimized,0.10557096982005382,0.003783531558553679,0.097408,0.139264,0.153088,2,2857103,28184,1,5000,2913584,253470,624.0,-300863,298,True,21.0.12.1,sample,-0.012839656635065394,-13.84608520473741,,False
lookupMissingObject,Missing-object lookup,hsqldb,300,warm,none,0.0020162476315452563,1.0736841638765327e-05,0.001942,0.002172,0.003284,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupMissingObject,Missing-object lookup,hsqldb,300,warm,compact-only,0.0004016568285130771,0.0005242170862857879,0.00016999999999999999,0.00018999999999999998,0.0003,2,2857103,28184,1,5000,2885426,253470,493.0,-329021,298,True,21.0.12.1,sample,0.0016145908030321791,80.07899316388797,305341,True
lookupMissingObject,Missing-object lookup,hsqldb,300,warm,read-optimized,0.00018698924024310068,4.1278359485634786e-06,0.00016999999999999999,0.00019099999999999998,0.00023099999999999998,2,2857103,28184,1,5000,2913584,253470,531.0,-300863,298,True,21.0.12.1,sample,0.0018292583913021557,90.72587923638172,290282,True
lookupNewestObject,Newest-object lookup,hsqldb,300,warm,none,0.004182746389839352,0.000670014369177052,0.0036639999999999997,0.0039239999999999995,0.006032,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupNewestObject,Newest-object lookup,hsqldb,300,warm,compact-only,0.004478310199741782,0.0007247681611092247,0.003832,0.0042959999999999995,0.006365119999999995,2,2857103,28184,1,5000,2885426,253470,523.0,-329021,298,True,21.0.12.1,sample,-0.00029556380990243027,-7.066261789632005,,False
lookupNewestObject,Newest-object lookup,hsqldb,300,warm,read-optimized,0.00394210775272471,0.00033944948597500175,0.003704,0.004112,0.006304800000000046,2,2857103,28184,1,5000,2913584,253470,599.0,-300863,298,True,21.0.12.1,sample,0.0002406386371146419,5.753125212161959,2489210,True
lookupOldestObject,Oldest-object lookup,hsqldb,300,warm,none,0.006037265153883013,0.0007923569120884069,0.005376,0.005984,0.013583999999999999,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupOldestObject,Oldest-object lookup,hsqldb,300,warm,compact-only,0.003945899086636517,0.0003000778124403083,0.003724,0.004064,0.006136,2,2857103,28184,1,5000,2885426,253470,470.0,-329021,298,True,21.0.12.1,sample,0.0020913660672464965,34.640951058798265,224734,True
lookupOldestObject,Oldest-object lookup,hsqldb,300,warm,read-optimized,0.004130760255296198,0.0004743495552898566,0.0037359999999999997,0.004376,0.00669223999999999,2,2857103,28184,1,5000,2913584,253470,585.0,-300863,298,True,21.0.12.1,sample,0.001906504898586815,31.578949242615263,306845,True
readAllRefs,Read all refs,hsqldb,300,warm,none,0.0003764728405315615,7.177512578804899e-06,0.00033999999999999997,0.00039999999999999996,0.0007909999999999999,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
readAllRefs,Read all refs,hsqldb,300,warm,compact-only,0.00030945393437306515,5.665294419875709e-06,0.000281,0.00031999999999999997,0.0005009999999999999,2,2857103,28184,1,5000,2885426,253470,478.0,-329021,298,True,21.0.12.1,sample,6.701890615849634e-05,17.801790446256067,7132316,True
readAllRefs,Read all refs,hsqldb,300,warm,read-optimized,0.00039393624545821544,0.00016076389543156786,0.00031999999999999997,0.00037099999999999996,0.000661,2,2857103,28184,1,5000,2913584,253470,561.0,-300863,298,True,21.0.12.1,sample,-1.7463404926653953e-05,-4.638689181933143,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,300,warm,none,1.3219406050618012,0.043237550443599906,1.161216,1.779712,1.9394559999999998,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,300,warm,compact-only,0.6387818636233954,0.02283330890990202,0.5816319999999999,0.8700927999999998,0.99008512,2,2857103,28184,1,5000,2885426,253470,535.0,-329021,298,True,21.0.12.1,sample,0.6831587414384058,51.67847472288424,784,True
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,300,warm,read-optimized,0.6475519259687682,0.027331966612982633,0.55296,0.920576,1.03936,2,2857103,28184,1,5000,2913584,253470,571.0,-300863,298,True,21.0.12.1,sample,0.674388679093033,51.01505139570965,847,True
revisionWalk,Revision walk,hsqldb,300,warm,none,1.1227015409181638,0.007356729214934121,1.120256,1.193984,1.7064960000000031,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
revisionWalk,Revision walk,hsqldb,300,warm,compact-only,0.763652784233775,0.008515284740119172,0.743424,0.83968,0.8705228799999999,2,2857103,28184,1,5000,2885426,253470,491.0,-329021,298,True,21.0.12.1,sample,0.35904875668438874,31.98078417089842,1368,True
revisionWalk,Revision walk,hsqldb,300,warm,read-optimized,0.7498571535380502,0.008945940929018752,0.740352,0.806912,1.2267519999999998,2,2857103,28184,1,5000,2913584,253470,565.0,-300863,298,True,21.0.12.1,sample,0.3728443873801136,33.20957296230264,1516,True
cloneStyleTraversal,Clone-style traversal,hsqldb,1000,cold,none,20.008600701754382,0.3353556990011543,19.759104,23.257088,24.608767999999998,1000,9555630,1158800,1000,10000,10714598,844900,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
cloneStyleTraversal,Clone-style traversal,hsqldb,1000,cold,compact-only,7.920916659649125,0.2335191204871136,7.6185599999999996,9.755033599999999,15.348531199999984,2,9523694,88944,1,5000,9612777,844900,1337.0,-1101821,998,True,21.0.12.1,sample,12.087684042105257,60.41244074127278,111,True
cloneStyleTraversal,Clone-style traversal,hsqldb,1000,cold,read-optimized,7.9749264734982335,0.18072160259707604,7.643135999999999,9.850060800000001,11.858083840000015,2,9523694,88944,1,5000,9684701,844900,1487.0,-1029897,998,True,21.0.12.1,sample,12.03367422825615,60.14250775268368,124,True
incrementalFetchTraversal,Incremental-fetch traversal,hsqldb,1000,cold,none,0.09162193793709966,0.0012897577793105266,0.08934399999999999,0.099072,0.108288,1000,9555630,1158800,1000,10000,10714598,844900,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
incrementalFetchTraversal,Incremental-fetch traversal,hsqldb,1000,cold,compact-only,0.08823224790187208,0.001465738287363528,0.08294399999999999,0.09958399999999999,0.14211840000000037,2,9523694,88944,1,5000,9612777,844900,1328.0,-1101821,998,True,21.0.12.1,sample,0.0033896900352275855,3.6996489176584295,391777,True
incrementalFetchTraversal,Incremental-fetch traversal,hsqldb,1000,cold,read-optimized,0.09207495620653319,0.0013807353056662218,0.083328,0.133888,0.158208,2,9523694,88944,1,5000,9684701,844900,1464.0,-1029897,998,True,21.0.12.1,sample,-0.0004530182694335305,-0.494443011830351,,False
lookupMissingObject,Missing-object lookup,hsqldb,1000,cold,none,0.00627390635901448,2.114000154726663e-05,0.006024,0.006488,0.013819839999999967,1000,9555630,1158800,1000,10000,10714598,844900,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupMissingObject,Missing-object lookup,hsqldb,1000,cold,compact-only,0.00021682576802963164,8.155559775164876e-06,0.00019999999999999998,0.00023099999999999998,0.00039099999999999996,2,9523694,88944,1,5000,9612777,844900,1332.0,-1101821,998,True,21.0.12.1,sample,0.006057080590984848,96.54400694524087,219908,True
lookupMissingObject,Missing-object lookup,hsqldb,1000,cold,read-optimized,0.00028488573181071947,0.00018466614222467612,0.00019999999999999998,0.000251,0.000571,2,9523694,88944,1,5000,9684701,844900,1517.0,-1029897,998,True,21.0.12.1,sample,0.0059890206272037606,95.45919694192774,253297,True
lookupNewestObject,Newest-object lookup,hsqldb,1000,cold,none,0.003669736854901091,1.631474624150974e-05,0.003532,0.003784,0.006284320000000006,1000,9555630,1158800,1000,10000,10714598,844900,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupNewestObject,Newest-object lookup,hsqldb,1000,cold,compact-only,0.0038691003367299828,0.0003047677110043997,0.003544,0.004256,0.0066868800000000625,2,9523694,88944,1,5000,9612777,844900,1471.0,-1101821,998,True,21.0.12.1,sample,-0.0001993634818288916,-5.432636990378019,,False
lookupNewestObject,Newest-object lookup,hsqldb,1000,cold,read-optimized,0.003762281734837791,0.00015002738656432987,0.003544,0.004256,0.00682768000000005,2,9523694,88944,1,5000,9684701,844900,1454.0,-1029897,998,True,21.0.12.1,sample,-9.254487993669985e-05,-2.521839673956518,,False
lookupOldestObject,Oldest-object lookup,hsqldb,1000,cold,none,0.010527948116643556,3.093673708481898e-05,0.010208,0.010943999999999999,0.019296,1000,9555630,1158800,1000,10000,10714598,844900,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupOldestObject,Oldest-object lookup,hsqldb,1000,cold,compact-only,0.0037158082055943477,2.7397562713835976e-05,0.003564,0.003784,0.006407440000000002,2,9523694,88944,1,5000,9612777,844900,1399.0,-1101821,998,True,21.0.12.1,sample,0.006812139911049208,64.70529523488007,205369,True
lookupOldestObject,Oldest-object lookup,hsqldb,1000,cold,read-optimized,0.0038708720363486186,0.00031402092056026737,0.0035559999999999997,0.003816,0.006241280000000028,2,9523694,88944,1,5000,9684701,844900,1457.0,-1029897,998,True,21.0.12.1,sample,0.006657076080294938,63.232417243497004,218865,True
readAllRefs,Read all refs,hsqldb,1000,cold,none,0.000425248262380539,7.0917760676192126e-06,0.000401,0.00045099999999999996,0.000651,1000,9555630,1158800,1000,10000,10714598,844900,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
readAllRefs,Read all refs,hsqldb,1000,cold,compact-only,0.0004072925416729621,7.911514415007035e-06,0.00037999999999999997,0.00043999999999999996,0.0006709999999999999,2,9523694,88944,1,5000,9612777,844900,1336.0,-1101821,998,True,21.0.12.1,sample,1.7955720707576897e-05,4.2224089540215415,74405257,True
readAllRefs,Read all refs,hsqldb,1000,cold,read-optimized,0.0004085720941158051,1.001987251681039e-05,0.00037099999999999996,0.00043999999999999996,0.000681,2,9523694,88944,1,5000,9684701,844900,1414.0,-1029897,998,True,21.0.12.1,sample,1.667616826473388e-05,3.9215135580756337,84791661,True
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,1000,cold,none,137.77123555555553,42.809584689056535,131.203072,218.103808,218.103808,1000,9555630,1158800,1000,10000,10714598,844900,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,1000,cold,compact-only,0.8205133254437863,0.03366634154990904,0.751104,1.0547199999999999,2.5554943999999984,2,9523694,88944,1,5000,9612777,844900,1341.0,-1101821,998,True,21.0.12.1,sample,136.95072223011175,99.4044378551625,10,True
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,1000,cold,read-optimized,0.6516584573938503,0.021385538183240103,0.5959679999999999,0.8286207999999997,1.7729126400000004,2,9523694,88944,1,5000,9684701,844900,1421.0,-1029897,998,True,21.0.12.1,sample,137.11957709816167,99.52699962748676,11,True
revisionWalk,Revision walk,hsqldb,1000,cold,none,6.208001410468319,0.0321422696005364,6.1931519999999995,6.316032,6.896680960000001,1000,9555630,1158800,1000,10000,10714598,844900,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
revisionWalk,Revision walk,hsqldb,1000,cold,compact-only,2.3610772436974776,0.03224346934959228,2.338816,2.4002559999999997,2.69709312,2,9523694,88944,1,5000,9612777,844900,1385.0,-1101821,998,True,21.0.12.1,sample,3.8469241667708416,61.96719221558033,361,True
revisionWalk,Revision walk,hsqldb,1000,cold,read-optimized,2.320891768595042,0.03147748976465455,2.297856,2.359296,2.614927359999997,2,9523694,88944,1,5000,9684701,844900,1559.0,-1029897,998,True,21.0.12.1,sample,3.8871096418732773,62.6145096442567,402,True
cloneStyleTraversal,Clone-style traversal,hsqldb,1000,warm,none,21.403935102803732,0.3830833613328104,21.233663999999997,22.983475199999997,26.5158656,1000,9555630,1158800,1000,10000,10714598,844900,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
cloneStyleTraversal,Clone-style traversal,hsqldb,1000,warm,compact-only,8.222196788321162,0.12313863424008299,8.060927999999999,9.342976,11.329536,2,9523694,88944,1,5000,9612777,844900,1330.0,-1101821,998,True,21.0.12.1,sample,13.18173831448257,61.5855834507547,101,True
cloneStyleTraversal,Clone-style traversal,hsqldb,1000,warm,read-optimized,8.225125469090914,0.15641207277917077,7.905279999999999,10.1974016,12.06583296,2,9523694,88944,1,5000,9684701,844900,1468.0,-1029897,998,True,21.0.12.1,sample,13.178809633712818,61.57190054265539,112,True
incrementalFetchTraversal,Incremental-fetch traversal,hsqldb,1000,warm,none,0.09841205568281917,0.0015525148343020164,0.09561599999999999,0.11161599999999999,0.129792,1000,9555630,1158800,1000,10000,10714598,844900,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
incrementalFetchTraversal,Incremental-fetch traversal,hsqldb,1000,warm,compact-only,0.10667070311530928,0.0019729552053704452,0.10060799999999999,0.153088,0.174848,2,9523694,88944,1,5000,9612777,844900,1534.0,-1101821,998,True,21.0.12.1,sample,-0.008258647432490107,-8.391906230581775,,False
incrementalFetchTraversal,Incremental-fetch traversal,hsqldb,1000,warm,read-optimized,0.09942464702484118,0.0016001447087785575,0.094592,0.140032,0.162048,2,9523694,88944,1,5000,9684701,844900,1550.0,-1029897,998,True,21.0.12.1,sample,-0.0010125913420220012,-1.0289301803486053,,False
lookupMissingObject,Missing-object lookup,hsqldb,1000,warm,none,0.006926878737289435,2.698986468058988e-05,0.0066879999999999995,0.00752,0.015168,1000,9555630,1158800,1000,10000,10714598,844900,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupMissingObject,Missing-object lookup,hsqldb,1000,warm,compact-only,0.0002448979584978578,0.00016720331312127575,0.00017099999999999998,0.00019999999999999998,0.00035,2,9523694,88944,1,5000,9612777,844900,1302.0,-1101821,998,True,21.0.12.1,sample,0.006681980778791578,96.46452655249327,194853,True
lookupMissingObject,Missing-object lookup,hsqldb,1000,warm,read-optimized,0.0001918527175507072,5.167733700569045e-06,0.00017999999999999998,0.00019999999999999998,0.00023999999999999998,2,9523694,88944,1,5000,9684701,844900,1448.0,-1029897,998,True,21.0.12.1,sample,0.006735026019738728,97.23031505491922,214996,True
lookupNewestObject,Newest-object lookup,hsqldb,1000,warm,none,0.003998349995683326,0.0003269316194559105,0.003672,0.003916,0.006064,1000,9555630,1158800,1000,10000,10714598,844900,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
