operation,operationLabel,backend,pushes,cacheState,maintenanceMode,scoreMillis,scoreErrorMillis,p50Millis,p95Millis,p99Millis,activePacks,packPayloadBytes,packIndexBytes,smallPacks,smallPackRatioBasisPoints,storedExtensionBytes,unreachableLogicalBytes,maintenanceElapsedMillis,maintenanceStoredByteDelta,maintenancePackReduction,jgitDfsMidxExtensionAvailable,jdkVersion,jmhMode,latencySavingMillis,latencySavingPercent,breakEvenReads,beneficial
incrementalFetchTraversal,Incremental-fetch traversal,postgresql-hikari,32,warm,read-optimized,0.10932288068904754,0.0031619317137849775,0.10368,0.118688,0.13977599999999998,2,311545,4944,2,10000,321240,33796,153.0,-28536,30,True,21.0.12.1,sample,0.009934553805502802,8.33034338497092,15401,True
lookupMissingObject,Missing-object lookup,postgresql-hikari,32,warm,none,0.0004387907774709175,0.0003230202579161341,0.00029,0.00031099999999999997,0.000461,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupMissingObject,Missing-object lookup,postgresql-hikari,32,warm,compact-only,0.00022773529290627257,1.2443795448032552e-05,0.00019999999999999998,0.00022099999999999998,0.00039099999999999996,2,311545,4944,2,10000,316628,33796,131.0,-33148,30,True,21.0.12.1,sample,0.00021105548456464492,48.099343787742534,620690,True
lookupMissingObject,Missing-object lookup,postgresql-hikari,32,warm,read-optimized,0.0002516634673712303,2.328393041538518e-05,0.00019999999999999998,0.00022999999999999998,0.00035999999999999997,2,311545,4944,2,10000,321240,33796,157.0,-28536,30,True,21.0.12.1,sample,0.00018712731009968718,42.64613563171111,839001,True
lookupNewestObject,Newest-object lookup,postgresql-hikari,32,warm,none,0.00493274828886955,0.0007246360918899081,0.004256,0.004768,0.009504,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupNewestObject,Newest-object lookup,postgresql-hikari,32,warm,compact-only,0.004713710540650966,0.0005051840950034299,0.004256,0.004752,0.008433600000000093,2,311545,4944,2,10000,316628,33796,118.0,-33148,30,True,21.0.12.1,sample,0.0002190377482185835,4.440480952835745,538720,True
lookupNewestObject,Newest-object lookup,postgresql-hikari,32,warm,read-optimized,0.0047787297057418025,0.0004921600512968661,0.004256,0.004816,0.009745760000000008,2,311545,4944,2,10000,321240,33796,159.0,-28536,30,True,21.0.12.1,sample,0.00015401858312774717,3.1223685886279835,1032343,True
lookupOldestObject,Oldest-object lookup,postgresql-hikari,32,warm,none,0.004937958195349503,0.00044216953063375294,0.004448,0.004824,0.008821280000000027,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupOldestObject,Oldest-object lookup,postgresql-hikari,32,warm,compact-only,0.004898671537311397,0.0007545753407991921,0.0042639999999999996,0.004696,0.008224,2,311545,4944,2,10000,316628,33796,127.0,-33148,30,True,21.0.12.1,sample,3.928665803810613e-05,0.7956053187146406,3232650,True
lookupOldestObject,Oldest-object lookup,postgresql-hikari,32,warm,read-optimized,0.004581853132552518,0.0004221151621852356,0.004232,0.004568,0.007586400000000023,2,311545,4944,2,10000,321240,33796,165.0,-28536,30,True,21.0.12.1,sample,0.0003561050627969853,7.2115852080797245,463347,True
readAllRefs,Read all refs,postgresql-hikari,32,warm,none,0.0007351322786014932,0.0004766330772457963,0.00045099999999999996,0.000481,0.000991,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
readAllRefs,Read all refs,postgresql-hikari,32,warm,compact-only,0.0005350822193061593,3.887161279384106e-05,0.000421,0.000461,0.0009844299999999713,2,311545,4944,2,10000,316628,33796,131.0,-33148,30,True,21.0.12.1,sample,0.00020005005929533395,27.212797630911645,654837,True
readAllRefs,Read all refs,postgresql-hikari,32,warm,read-optimized,0.0005647685668862137,4.907405955868202e-05,0.000421,0.000461,0.0009816600000000036,2,311545,4944,2,10000,321240,33796,189.0,-28536,30,True,21.0.12.1,sample,0.00017036371171527947,23.17456554069117,1109392,True
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql-hikari,32,warm,none,1.9560451567944235,0.051589109501624424,1.893376,2.5481215999999995,3.984547839999999,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql-hikari,32,warm,compact-only,2.7482856499387984,0.08112134214335522,2.605056,3.5504128000000006,5.72620800000002,2,311545,4944,2,10000,316628,33796,116.0,-33148,30,True,21.0.12.1,sample,-0.792240493144375,-40.50215765175394,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql-hikari,32,warm,read-optimized,2.6677972826603282,0.0765898588541166,2.506752,3.7072896000000006,4.9152,2,311545,4944,2,10000,321240,33796,156.0,-28536,30,True,21.0.12.1,sample,-0.7117521258659048,-36.387305446073015,,False
revisionWalk,Revision walk,postgresql-hikari,32,warm,none,0.09674946596315205,0.0013970116854839644,0.092288,0.106112,0.197632,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
revisionWalk,Revision walk,postgresql-hikari,32,warm,compact-only,0.09082982841343425,0.0013625522462303778,0.087168,0.10060799999999999,0.1592447999999998,2,311545,4944,2,10000,316628,33796,121.0,-33148,30,True,21.0.12.1,sample,0.005919637549717804,6.11852219625931,20441,True
revisionWalk,Revision walk,postgresql-hikari,32,warm,read-optimized,0.08802537349587107,0.0015043121193923225,0.08473599999999999,0.096384,0.150289919999999,2,311545,4944,2,10000,321240,33796,149.0,-28536,30,True,21.0.12.1,sample,0.00872409246728098,9.017199609766976,17080,True
cloneStyleTraversal,Clone-style traversal,postgresql-hikari,100,cold,none,0.8602760061443939,0.022893845886507436,0.825344,0.889856,1.1959295999999997,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
cloneStyleTraversal,Clone-style traversal,postgresql-hikari,100,cold,compact-only,0.7490825684633408,0.023131654934499292,0.70656,0.8282111999999997,1.0435788799999999,2,952358,10824,2,10000,963321,84490,236.0,-108220,98,True,21.0.12.1,sample,0.11119343768105316,12.925321279086074,2123,True
cloneStyleTraversal,Clone-style traversal,postgresql-hikari,100,cold,read-optimized,0.719399156812339,0.020051993824509506,0.692224,0.719872,0.980992,2,952358,10824,2,10000,977117,84490,249.0,-94424,98,True,21.0.12.1,sample,0.1408768493320549,16.375773394336573,1768,True
incrementalFetchTraversal,Incremental-fetch traversal,postgresql-hikari,100,cold,none,0.0894929689564892,0.0017086953882228973,0.085632,0.097408,0.14754816000000015,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
incrementalFetchTraversal,Incremental-fetch traversal,postgresql-hikari,100,cold,compact-only,0.08872549368220048,0.002835341017360211,0.083072,0.10009599999999999,0.12734208000000008,2,952358,10824,2,10000,963321,84490,220.0,-108220,98,True,21.0.12.1,sample,0.0007674752742887203,0.8575816438293169,286655,True
incrementalFetchTraversal,Incremental-fetch traversal,postgresql-hikari,100,cold,read-optimized,0.08513746885860436,0.0023047991145915443,0.081024,0.09151999999999999,0.104448,2,952358,10824,2,10000,977117,84490,262.0,-94424,98,True,21.0.12.1,sample,0.004355500097884837,4.866862892885416,60154,True
lookupMissingObject,Missing-object lookup,postgresql-hikari,100,cold,none,0.0007743149559340004,2.003809364764871e-05,0.000701,0.0007419999999999999,0.0013040800000000163,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupMissingObject,Missing-object lookup,postgresql-hikari,100,cold,compact-only,0.0002110013041013042,1.2410941375547567e-05,0.00018099999999999998,0.00021099999999999998,0.00031,2,952358,10824,2,10000,963321,84490,229.0,-108220,98,True,21.0.12.1,sample,0.0005633136518326962,72.74993818932653,406524,True
lookupMissingObject,Missing-object lookup,postgresql-hikari,100,cold,read-optimized,0.00019814352907124004,8.995996191933274e-06,0.00017999999999999998,0.00020999999999999998,0.000281,2,952358,10824,2,10000,977117,84490,257.0,-94424,98,True,21.0.12.1,sample,0.0005761714268627603,74.4104737287124,446048,True
lookupNewestObject,Newest-object lookup,postgresql-hikari,100,cold,none,0.003966176834857261,0.0005688090000986454,0.003544,0.003776,0.009349760000000009,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupNewestObject,Newest-object lookup,postgresql-hikari,100,cold,compact-only,0.0038924342786355814,0.0005333046660245101,0.003532,0.0037319999999999996,0.006598880000000005,2,952358,10824,2,10000,963321,84490,231.0,-108220,98,True,21.0.12.1,sample,7.37425562216793e-05,1.859285636827467,3132520,True
lookupNewestObject,Newest-object lookup,postgresql-hikari,100,cold,read-optimized,0.0037723049801283333,0.00037901053310029697,0.003532,0.0037319999999999996,0.0060927999999999885,2,952358,10824,2,10000,977117,84490,273.0,-94424,98,True,21.0.12.1,sample,0.00019387185472892737,4.8881293699529325,1408147,True
lookupOldestObject,Oldest-object lookup,postgresql-hikari,100,cold,none,0.004229346692607005,2.125614680835468e-05,0.004056,0.004336,0.008913760000000125,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupOldestObject,Oldest-object lookup,postgresql-hikari,100,cold,compact-only,0.0037739435582822057,0.0002490144015339249,0.003532,0.003784,0.006496,2,952358,10824,2,10000,963321,84490,304.0,-108220,98,True,21.0.12.1,sample,0.00045540313432479917,10.767694573747153,667541,True
lookupOldestObject,Oldest-object lookup,postgresql-hikari,100,cold,read-optimized,0.0037440495327950647,3.1640423996095146e-05,0.003532,0.0038039999999999997,0.011873119999999994,2,952358,10824,2,10000,977117,84490,250.0,-94424,98,True,21.0.12.1,sample,0.00048529715981194014,11.47451829050219,515149,True
readAllRefs,Read all refs,postgresql-hikari,100,cold,none,0.00040139546951402074,7.399416997057737e-06,0.00037099999999999996,0.000421,0.000661,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
readAllRefs,Read all refs,postgresql-hikari,100,cold,compact-only,0.00036016573330722497,6.592485836792551e-06,0.00033999999999999997,0.000381,0.000551,2,952358,10824,2,10000,963321,84490,264.0,-108220,98,True,21.0.12.1,sample,4.122973620679577e-05,10.27159979077831,6403146,True
readAllRefs,Read all refs,postgresql-hikari,100,cold,read-optimized,0.00036793133993346457,6.968075753004096e-06,0.000341,0.00039099999999999996,0.000581,2,952358,10824,2,10000,977117,84490,266.0,-94424,98,True,21.0.12.1,sample,3.346412958055617e-05,8.336947504931235,7948810,True
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql-hikari,100,cold,none,53.36306902325584,2.9713101716565244,52.363264,64.86753279999999,71.56531199999999,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql-hikari,100,cold,compact-only,3.3763130602409626,0.09493415034899087,3.2604159999999998,4.127744,5.3932032000000145,2,952358,10824,2,10000,963321,84490,240.0,-108220,98,True,21.0.12.1,sample,49.98675596301488,93.67294062721626,5,True
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql-hikari,100,cold,read-optimized,3.326827109792283,0.1062532530814288,3.1866879999999997,4.170751999999999,5.62176,2,952358,10824,2,10000,977117,84490,264.0,-94424,98,True,21.0.12.1,sample,50.036241913463556,93.76567508075212,6,True
revisionWalk,Revision walk,postgresql-hikari,100,cold,none,0.24865289744737998,0.0020405855577531784,0.24140799999999998,0.280576,0.34099199999999996,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
revisionWalk,Revision walk,postgresql-hikari,100,cold,compact-only,0.20649354578414064,0.001779755120317111,0.20224,0.21888,0.285184,2,952358,10824,2,10000,963321,84490,221.0,-108220,98,True,21.0.12.1,sample,0.042159351663239336,16.955101708461335,5243,True
revisionWalk,Revision walk,postgresql-hikari,100,cold,read-optimized,0.20374932500229725,0.003146821442070511,0.1984,0.214528,0.277504,2,952358,10824,2,10000,977117,84490,262.0,-94424,98,True,21.0.12.1,sample,0.04490357244508272,18.058736860118525,5835,True
cloneStyleTraversal,Clone-style traversal,postgresql-hikari,100,warm,none,1.0879012713178293,0.03129078416441364,1.040384,1.142272,1.6713727999999988,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
cloneStyleTraversal,Clone-style traversal,postgresql-hikari,100,warm,compact-only,0.9251898947368424,0.03174244863916115,0.879616,0.9714687999999998,1.277952,2,952358,10824,2,10000,963321,84490,267.0,-108220,98,True,21.0.12.1,sample,0.1627113765809869,14.956446956246905,1641,True
cloneStyleTraversal,Clone-style traversal,postgresql-hikari,100,warm,read-optimized,0.9144887035830627,0.027271092954599993,0.879616,0.920576,1.2326092799999993,2,952358,10824,2,10000,977117,84490,319.0,-94424,98,True,21.0.12.1,sample,0.17341256773476665,15.940101579686852,1840,True
incrementalFetchTraversal,Incremental-fetch traversal,postgresql-hikari,100,warm,none,0.11979384803737306,0.003978866984033326,0.111104,0.142592,0.19782655999999957,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
incrementalFetchTraversal,Incremental-fetch traversal,postgresql-hikari,100,warm,compact-only,0.11309483067900308,0.0035647886661002784,0.10572799999999999,0.125312,0.166656,2,952358,10824,2,10000,963321,84490,272.0,-108220,98,True,21.0.12.1,sample,0.006699017358369974,5.592121355246913,40603,True
incrementalFetchTraversal,Incremental-fetch traversal,postgresql-hikari,100,warm,read-optimized,0.11439359737731794,0.004122818844206165,0.10457599999999999,0.155136,0.1904051200000001,2,952358,10824,2,10000,977117,84490,313.0,-94424,98,True,21.0.12.1,sample,0.005400250660055117,4.507953245120198,57961,True
lookupMissingObject,Missing-object lookup,postgresql-hikari,100,warm,none,0.0010141783108170196,0.00012815207324631716,0.0008719999999999999,0.0009119999999999999,0.0016015200000000186,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupMissingObject,Missing-object lookup,postgresql-hikari,100,warm,compact-only,0.00028688171996229416,2.9033372260857053e-05,0.00021999999999999998,0.000251,0.00045099999999999996,2,952358,10824,2,10000,963321,84490,289.0,-108220,98,True,21.0.12.1,sample,0.0007272965908547255,71.71289142131398,397362,True
lookupMissingObject,Missing-object lookup,postgresql-hikari,100,warm,read-optimized,0.00027850844156774023,2.654118546858112e-05,0.00021099999999999998,0.00025,0.00047,2,952358,10824,2,10000,977117,84490,336.0,-94424,98,True,21.0.12.1,sample,0.0007356698692492793,72.53851333663657,456727,True
lookupNewestObject,Newest-object lookup,postgresql-hikari,100,warm,none,0.005061185953269739,0.0008540773559397383,0.004288,0.005088,0.009115199999999954,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupNewestObject,Newest-object lookup,postgresql-hikari,100,warm,compact-only,0.00469493687797766,0.0004915793776368505,0.004256,0.005144,0.008469760000000008,2,952358,10824,2,10000,963321,84490,263.0,-108220,98,True,21.0.12.1,sample,0.0003662490752920798,7.2364279572748655,718091,True
lookupNewestObject,Newest-object lookup,postgresql-hikari,100,warm,read-optimized,0.004578792258414402,0.00037093272621270746,0.004248,0.0045839999999999995,0.00787144,2,952358,10824,2,10000,977117,84490,336.0,-94424,98,True,21.0.12.1,sample,0.00048239369485533756,9.5312383166576,696527,True
lookupOldestObject,Oldest-object lookup,postgresql-hikari,100,warm,none,0.005568569870271533,0.0006926695887872307,0.004935999999999999,0.005344,0.014080480000000213,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupOldestObject,Oldest-object lookup,postgresql-hikari,100,warm,compact-only,0.004552728335155826,0.00035997636553295766,0.004272,0.0046159999999999994,0.007974719999999972,2,952358,10824,2,10000,963321,84490,282.0,-108220,98,True,21.0.12.1,sample,0.0010158415351157078,18.24241338047849,277603,True
lookupOldestObject,Oldest-object lookup,postgresql-hikari,100,warm,read-optimized,0.0048307851142099486,0.0006598143370706968,0.004272,0.0048695999999999766,0.008896,2,952358,10824,2,10000,977117,84490,341.0,-94424,98,True,21.0.12.1,sample,0.0007377847560615849,13.249088603527017,462195,True
readAllRefs,Read all refs,postgresql-hikari,100,warm,none,0.0005588354425092935,4.268908843526825e-05,0.000441,0.00047099999999999996,0.0010019999999999999,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
readAllRefs,Read all refs,postgresql-hikari,100,warm,compact-only,0.0005327731986504106,3.904314926507049e-05,0.00043,0.000461,0.000991,2,952358,10824,2,10000,963321,84490,258.0,-108220,98,True,21.0.12.1,sample,2.606224385888283e-05,4.6636705327524774,9899378,True
readAllRefs,Read all refs,postgresql-hikari,100,warm,read-optimized,0.0007285435448754135,0.0005140768348306623,0.000401,0.000461,0.00104,2,952358,10824,2,10000,977117,84490,347.0,-94424,98,True,21.0.12.1,sample,-0.00016970810236612,-30.368170924180017,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql-hikari,100,warm,none,2.5796843402298837,0.07423664693437111,2.486272,3.3501184,4.550246399999998,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql-hikari,100,warm,compact-only,3.542046639370078,0.07511987638017296,3.391488,4.4662784,5.5705599999999995,2,952358,10824,2,10000,963321,84490,284.0,-108220,98,True,21.0.12.1,sample,-0.9623622991401941,-37.305428580243856,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql-hikari,100,warm,read-optimized,3.4768899165378664,0.0922897883038192,3.342336,4.17792,6.704332799999997,2,952358,10824,2,10000,977117,84490,312.0,-94424,98,True,21.0.12.1,sample,-0.8972055763079827,-34.779665182912645,,False
revisionWalk,Revision walk,postgresql-hikari,100,warm,none,0.3442245796745475,0.005096242299862397,0.33536,0.365696,0.456192,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
revisionWalk,Revision walk,postgresql-hikari,100,warm,compact-only,0.2901235279503107,0.0009485159434024645,0.283648,0.30668799999999996,0.40499199999999996,2,952358,10824,2,10000,963321,84490,251.0,-108220,98,True,21.0.12.1,sample,0.05410105172423679,15.716789247121016,4640,True
revisionWalk,Revision walk,postgresql-hikari,100,warm,read-optimized,0.28348044107233195,0.004483596306817276,0.275968,0.301056,0.39265791999999994,2,952358,10824,2,10000,977117,84490,300.0,-94424,98,True,21.0.12.1,sample,0.06074413860221556,17.646659241953916,4939,True
cloneStyleTraversal,Clone-style traversal,postgresql-hikari,300,cold,none,3.3784804324324322,0.09363837825864821,3.272704,3.5293183999999997,9.485680640000007,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
cloneStyleTraversal,Clone-style traversal,postgresql-hikari,300,cold,compact-only,2.2827091591836735,0.06639577293558468,2.195456,2.3304192,7.924776960000001,2,2857103,28184,1,5000,2885426,253470,521.0,-329021,298,True,21.0.12.1,sample,1.0957712732487588,32.433849926424685,476,True
cloneStyleTraversal,Clone-style traversal,postgresql-hikari,300,cold,read-optimized,2.2709044858299614,0.07018176185374075,2.179072,2.322432,7.99719424,2,2857103,28184,1,5000,2913584,253470,563.0,-300863,298,True,21.0.12.1,sample,1.1075759466024708,32.783257702784454,509,True
incrementalFetchTraversal,Incremental-fetch traversal,postgresql-hikari,300,cold,none,0.09177470881695018,0.002551051994505155,0.08768,0.09843199999999999,0.118528,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
incrementalFetchTraversal,Incremental-fetch traversal,postgresql-hikari,300,cold,compact-only,0.08836662496441211,0.002358927443928491,0.08358399999999999,0.098816,0.125312,2,2857103,28184,1,5000,2885426,253470,499.0,-329021,298,True,21.0.12.1,sample,0.003408083852538074,3.7135327330056573,146417,True
incrementalFetchTraversal,Incremental-fetch traversal,postgresql-hikari,300,cold,read-optimized,0.09174313709982757,0.00301473531218903,0.082688,0.123136,0.1362636799999997,2,2857103,28184,1,5000,2913584,253470,553.0,-300863,298,True,21.0.12.1,sample,3.15717171226193e-05,0.03440132638894106,17515678,True
lookupMissingObject,Missing-object lookup,postgresql-hikari,300,cold,none,0.0018170989466774088,1.0052456467940213e-05,0.0017519999999999999,0.001862,0.002840759999999951,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupMissingObject,Missing-object lookup,postgresql-hikari,300,cold,compact-only,0.00020062205490772213,5.390182454949498e-06,0.00018099999999999998,0.00022099999999999998,0.00031,2,2857103,28184,1,5000,2885426,253470,516.0,-329021,298,True,21.0.12.1,sample,0.0016164768917696867,88.95921131457578,319213,True
lookupMissingObject,Missing-object lookup,postgresql-hikari,300,cold,read-optimized,0.00020463252404947328,8.042054601144974e-06,0.00018999999999999998,0.00022099999999999998,0.00033099999999999997,2,2857103,28184,1,5000,2913584,253470,594.0,-300863,298,True,21.0.12.1,sample,0.0016124664226279356,88.73850406310308,368380,True
lookupNewestObject,Newest-object lookup,postgresql-hikari,300,cold,none,0.003854109372898829,0.0004563260999211708,0.003552,0.0038959999999999997,0.0069264799999999805,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupNewestObject,Newest-object lookup,postgresql-hikari,300,cold,compact-only,0.003670777438548784,1.529237748848303e-05,0.003544,0.003744,0.006098080000000016,2,2857103,28184,1,5000,2885426,253470,576.0,-329021,298,True,21.0.12.1,sample,0.00018333193435004494,4.75679117046317,3141843,True
lookupNewestObject,Newest-object lookup,postgresql-hikari,300,cold,read-optimized,0.0037895622974963195,2.9191134229402267e-05,0.003564,0.004304,0.012256,2,2857103,28184,1,5000,2913584,253470,569.0,-300863,298,True,21.0.12.1,sample,6.454707540250963e-05,1.6747598253539235,8815272,True
lookupOldestObject,Oldest-object lookup,postgresql-hikari,300,cold,none,0.005571827744641983,0.0004941747417946127,0.0051519999999999995,0.005488,0.008288,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupOldestObject,Oldest-object lookup,postgresql-hikari,300,cold,compact-only,0.0037337733085485193,3.131687286892652e-05,0.003544,0.003792,0.008693760000000359,2,2857103,28184,1,5000,2885426,253470,515.0,-329021,298,True,21.0.12.1,sample,0.0018380544360934638,32.988357148352,280188,True
lookupOldestObject,Oldest-object lookup,postgresql-hikari,300,cold,read-optimized,0.003809935085284499,0.00038104007977596553,0.003552,0.003776,0.006472,2,2857103,28184,1,5000,2913584,253470,631.0,-300863,298,True,21.0.12.1,sample,0.0017618926593574841,31.621448833405996,358138,True
readAllRefs,Read all refs,postgresql-hikari,300,cold,none,0.0004289830427227521,7.304400362206945e-06,0.00039999999999999996,0.00045099999999999996,0.0006848799999999974,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
readAllRefs,Read all refs,postgresql-hikari,300,cold,compact-only,0.0003827287940217821,6.718764076854066e-06,0.00035099999999999997,0.00041999999999999996,0.0006709999999999999,2,2857103,28184,1,5000,2885426,253470,587.0,-329021,298,True,21.0.12.1,sample,4.6254248700969996e-05,10.782302351019432,12690727,True
readAllRefs,Read all refs,postgresql-hikari,300,cold,read-optimized,0.00036936024929933546,5.7807078609934414e-06,0.00035,0.00039099999999999996,0.000551,2,2857103,28184,1,5000,2913584,253470,567.0,-300863,298,True,21.0.12.1,sample,5.9622793423416654e-05,13.898636422780546,9509786,True
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql-hikari,300,cold,none,173.93254399999998,14.332872171287338,169.73824,197.132288,197.132288,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql-hikari,300,cold,compact-only,2.8218503245283038,0.0795021853011409,2.7279359999999997,3.6593664000000015,4.933222399999998,2,2857103,28184,1,5000,2885426,253470,510.0,-329021,298,True,21.0.12.1,sample,171.11069367547168,98.3776179778476,3,True
reopenAndLookupOldest,Reopen and oldest-object lookup,postgresql-hikari,300,cold,read-optimized,2.8609671836734685,0.08820422707518863,2.789376,3.6485119999999998,5.385830399999999,2,2857103,28184,1,5000,2913584,253470,655.0,-300863,298,True,21.0.12.1,sample,171.0715768163265,98.35512830556112,4,True
revisionWalk,Revision walk,postgresql-hikari,300,cold,none,1.011145266576454,0.0033988302203789233,1.001472,1.050624,1.200742400000005,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
revisionWalk,Revision walk,postgresql-hikari,300,cold,compact-only,0.6932346765799259,0.006763974869990412,0.68608,0.70656,0.9481932800000002,2,2857103,28184,1,5000,2885426,253470,624.0,-329021,298,True,21.0.12.1,sample,0.3179105899965281,31.440644633872743,1963,True
revisionWalk,Revision walk,postgresql-hikari,300,cold,read-optimized,0.6796105209471767,0.00752257644299446,0.673792,0.6952959999999999,0.8002560000000019,2,2857103,28184,1,5000,2913584,253470,552.0,-300863,298,True,21.0.12.1,sample,0.3315347456292773,32.78804308225573,1665,True
cloneStyleTraversal,Clone-style traversal,postgresql-hikari,300,warm,none,4.253437589453858,0.13525667074773917,4.11648,4.2926079999999995,11.405230079999992,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
cloneStyleTraversal,Clone-style traversal,postgresql-hikari,300,warm,compact-only,2.8465335828065745,0.1171914386484157,2.686976,2.8753919999999997,9.888727040000004,2,2857103,28184,1,5000,2885426,253470,610.0,-329021,298,True,21.0.12.1,sample,1.4069040066472835,33.076869639174134,434,True
cloneStyleTraversal,Clone-style traversal,postgresql-hikari,300,warm,read-optimized,2.8243721005025115,0.09857033357574314,2.699264,2.8432383999999997,9.964912639999996,2,2857103,28184,1,5000,2913584,253470,668.0,-300863,298,True,21.0.12.1,sample,1.4290654889513466,33.597894853203634,468,True
incrementalFetchTraversal,Incremental-fetch traversal,postgresql-hikari,300,warm,none,0.1215282834902837,0.003925935420331131,0.11263999999999999,0.164608,0.187136,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
incrementalFetchTraversal,Incremental-fetch traversal,postgresql-hikari,300,warm,compact-only,0.11663594657762935,0.00403111299004756,0.106496,0.159488,0.18337536000000032,2,2857103,28184,1,5000,2885426,253470,590.0,-329021,298,True,21.0.12.1,sample,0.004892336912654352,4.025677621823317,120597,True
incrementalFetchTraversal,Incremental-fetch traversal,postgresql-hikari,300,warm,read-optimized,0.12025501188875133,0.004261845002804252,0.10521599999999999,0.170624,0.191744,2,2857103,28184,1,5000,2913584,253470,669.0,-300863,298,True,21.0.12.1,sample,0.001273271601532372,1.0477162722652715,525419,True
lookupMissingObject,Missing-object lookup,postgresql-hikari,300,warm,none,0.002362819641033123,2.976148413315824e-05,0.002212,0.0022919999999999998,0.004918,300,2866639,347640,300,10000,3214447,253470,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupMissingObject,Missing-object lookup,postgresql-hikari,300,warm,compact-only,0.00038528375596846674,0.00048245687375655916,0.00021099999999999998,0.00023999999999999998,0.00036838000000006285,2,2857103,28184,1,5000,2885426,253470,617.0,-329021,298,True,21.0.12.1,sample,0.001977535885064656,83.69389904851118,312005,True
